0.83	6.81	6.46
0.83	6.81	6.46
0.83	6.81	6.46
0.83	6.81	6.46
0.83	6.81	6.46
0.83	6.81	10.336
1.162	6.81	12.92
1.162	10.896	12.92
1.494	10.896	16.796
1.992	13.62	19.38
1.992	17.706	19.38
2.324	17.706	23.256
1.992	20.43	25.84
1.992	24.516	25.84
2.324	24.516	29.716
2.656	27.24	32.3
2.49	31.326	32.3
2.822	28.602	36.176
2.656	31.326	38.76
2.49	31.326	38.76
2.822	32.688	42.636
3.154	38.136	42.636
3.154	38.136	42.636
3.32	39.498	42.636
