2.16	13.09	9.34
0.84	16.91	5.66
0.45	8.17	0
0.06	1.4	0
0	0	0
0	0	0
1.95	0	0
1.05	0	0
0.09	12.95	0
0.42	17.05	0
0.63	0.05	0
2.37	9.52	0
0.47	0	1.86
0.04	0	13.14
1.89	18.04	4
1.11	11.96	1
