2,3,"('random', 0.9)",1.3309983044849591
2,3,"('random', 0.8)",1.4056744300768198
2,3,"('random', 0.7)",1.3783634033136558
2,3,"('random', 0.6)",1.3580067320336389
2,3,"('rows', 2)",1.3059199205354404
2,3,"('rows', 4)",1.2154677891418233
2,3,"('rows', 6)",1.3883509110964518
2,3,"('cols', 2)",1.2187518217842919
2,3,"('cols', 4)",1.3192485505733746
2,3,"('cols', 6)",1.324133022181529
2,4,"('random', 0.9)",1.3292349500234357
2,4,"('random', 0.8)",1.4018186693160894
2,4,"('random', 0.7)",1.3793978354854348
2,4,"('random', 0.6)",1.3594155921493234
2,4,"('rows', 2)",1.303344061782508
2,4,"('rows', 4)",1.2102977664026573
2,4,"('rows', 6)",1.3854894621197564
2,4,"('cols', 2)",1.2203171862685316
2,4,"('cols', 4)",1.3228613988964744
2,4,"('cols', 6)",1.324570972751597
2,5,"('random', 0.9)",1.329893871547466
2,5,"('random', 0.8)",1.4009634946623857
2,5,"('random', 0.7)",1.382304124833837
2,5,"('random', 0.6)",1.3628400023012135
2,5,"('rows', 2)",1.3026994524022428
2,5,"('rows', 4)",1.207672228409546
2,5,"('rows', 6)",1.3846395772521287
2,5,"('cols', 2)",1.2224110176627274
2,5,"('cols', 4)",1.3269393797823896
2,5,"('cols', 6)",1.326090097358554
2,6,"('random', 0.9)",1.3316692843700944
2,6,"('random', 0.8)",1.4021894636967052
2,6,"('random', 0.7)",1.3862376538115482
2,6,"('random', 0.6)",1.3674246461476427
2,6,"('rows', 2)",1.303082122140008
2,6,"('rows', 4)",1.2065977784325561
2,6,"('rows', 6)",1.3850658091501726
2,6,"('cols', 2)",1.2245090356656048
2,6,"('cols', 4)",1.3310300402881483
2,6,"('cols', 6)",1.3281685803299867
2,7,"('random', 0.9)",1.333806918707441
2,7,"('random', 0.8)",1.4049951098193947
2,7,"('random', 0.7)",1.390689724700666
2,7,"('random', 0.6)",1.3725731780450616
2,7,"('rows', 2)",1.3039526997047608
2,7,"('rows', 4)",1.206417481799514
2,7,"('rows', 6)",1.3862529862848982
2,7,"('cols', 2)",1.2263518617715004
2,7,"('cols', 4)",1.3348980307103577
2,7,"('cols', 6)",1.3304736949635159
2,8,"('random', 0.9)",1.3359548431224615
2,8,"('random', 0.8)",1.4092168536959273
2,8,"('random', 0.7)",1.3954110459830977
2,8,"('random', 0.6)",1.377881582284947
2,8,"('rows', 2)",1.3050016361415897
2,8,"('rows', 4)",1.2067059748109121
2,8,"('rows', 6)",1.3878453937799378
2,8,"('cols', 2)",1.227830672908769
2,8,"('cols', 4)",1.3384378069534357
2,8,"('cols', 6)",1.332797145860401
2,9,"('random', 0.9)",1.3380979539159419
2,9,"('random', 0.8)",1.4149639439842803
2,9,"('random', 0.7)",1.4003733847951036
2,9,"('random', 0.6)",1.3830942771320824
2,9,"('rows', 2)",1.3060611124089923
2,9,"('rows', 4)",1.207194299615371
2,9,"('rows', 6)",1.389601522364057
2,9,"('cols', 2)",1.2289190009308546
2,9,"('cols', 4)",1.3416181558837827
2,9,"('cols', 6)",1.3350113443876557
5,3,"('random', 0.9)",1.3362754968878774
5,3,"('random', 0.8)",1.405484920692652
5,3,"('random', 0.7)",1.380925260258844
5,3,"('random', 0.6)",1.35976245426033
5,3,"('rows', 2)",1.3074744006208314
5,3,"('rows', 4)",1.2164700468302971
5,3,"('rows', 6)",1.3895736635225309
5,3,"('cols', 2)",1.2190232002271457
5,3,"('cols', 4)",1.3204955939392322
5,3,"('cols', 6)",1.324173378252836
5,4,"('random', 0.9)",1.3357191622956384
5,4,"('random', 0.8)",1.4016924082251718
5,4,"('random', 0.7)",1.382756387782611
5,4,"('random', 0.6)",1.362201738364691
5,4,"('rows', 2)",1.3057370468611056
5,4,"('rows', 4)",1.2118665083795594
5,4,"('rows', 6)",1.3872137488963385
5,4,"('cols', 2)",1.2203367347255716
5,4,"('cols', 4)",1.3245556259096671
5,4,"('cols', 6)",1.3246670612762748
5,5,"('random', 0.9)",1.337720266997971
5,5,"('random', 0.8)",1.4007153066151503
5,5,"('random', 0.7)",1.3864471141688852
