min_ratings,n_factors,n_epochs,trainset,average_error
5,40,20,"('rows', 2)",1.3190835214758836
5,40,20,"('rows', 4)",1.211200797720729
5,40,20,"('rows', 6)",1.3926864499905787
5,40,20,"('cols', 2)",1.2323288566348019
5,40,20,"('cols', 4)",1.337091860120534
5,40,20,"('cols', 6)",1.3262601907854532
5,40,25,"('random', 0.9)",1.615597424392856
5,40,25,"('random', 0.8)",1.626852877495771
5,40,25,"('random', 0.7)",1.5659585603388797
5,40,25,"('random', 0.6)",1.5467246030056083
5,40,25,"('rows', 2)",1.3216194257598735
5,40,25,"('rows', 4)",1.2138621963875929
5,40,25,"('rows', 6)",1.3948443553619203
5,40,25,"('cols', 2)",1.2335480914642922
5,40,25,"('cols', 4)",1.3353771375064711
5,40,25,"('cols', 6)",1.3261375993792304
5,40,30,"('random', 0.9)",1.6552716307054383
5,40,30,"('random', 0.8)",1.6439253380853731
5,40,30,"('random', 0.7)",1.588258594161167
5,40,30,"('random', 0.6)",1.5740574983602489
5,40,30,"('rows', 2)",1.3234052984083826
5,40,30,"('rows', 4)",1.2161066654261705
5,40,30,"('rows', 6)",1.3966148193452679
5,40,30,"('cols', 2)",1.2346416695268145
5,40,30,"('cols', 4)",1.334131492071019
5,40,30,"('cols', 6)",1.3263145268995729
10,2,5,"('random', 0.9)",1.3239968653850889
10,2,5,"('random', 0.8)",1.3983319315354537
10,2,5,"('random', 0.7)",1.391146663666779
10,2,5,"('random', 0.6)",1.3468903202201592
10,2,5,"('rows', 2)",1.3030370108416365
10,2,5,"('rows', 4)",1.2076369802147822
10,2,5,"('rows', 6)",1.3885586717096612
10,2,5,"('cols', 2)",1.2234207732857791
10,2,5,"('cols', 4)",1.3243596769294157
10,2,5,"('cols', 6)",1.3246211514807298
10,2,10,"('random', 0.9)",1.333013534031245
10,2,10,"('random', 0.8)",1.4239403784600972
10,2,10,"('random', 0.7)",1.4127810793482454
10,2,10,"('random', 0.6)",1.3506863881589497
10,2,10,"('rows', 2)",1.3072716170626981
10,2,10,"('rows', 4)",1.2076931533244577
10,2,10,"('rows', 6)",1.388677043433572
10,2,10,"('cols', 2)",1.230483041587793
10,2,10,"('cols', 4)",1.3400300101359577
10,2,10,"('cols', 6)",1.3357431189931337
10,2,15,"('random', 0.9)",1.3577788344697475
10,2,15,"('random', 0.8)",1.4650924413498314
10,2,15,"('random', 0.7)",1.4397513587241002
10,2,15,"('random', 0.6)",1.3565944077080587
10,2,15,"('rows', 2)",1.310538517938168
10,2,15,"('rows', 4)",1.2087553777080842
10,2,15,"('rows', 6)",1.391784601571281
10,2,15,"('cols', 2)",1.2301287547152244
10,2,15,"('cols', 4)",1.3483180212023411
10,2,15,"('cols', 6)",1.3415154758975751
10,2,20,"('random', 0.9)",1.4225307971758783
10,2,20,"('random', 0.8)",1.504618789638898
10,2,20,"('random', 0.7)",1.484414646345682
10,2,20,"('random', 0.6)",1.362308739726651
10,2,20,"('rows', 2)",1.3115789177828883
10,2,20,"('rows', 4)",1.208164441474567
10,2,20,"('rows', 6)",1.3940724306569041
10,2,20,"('cols', 2)",1.2281639279134275
10,2,20,"('cols', 4)",1.3509275646497496
10,2,20,"('cols', 6)",1.34188000280711
10,2,25,"('random', 0.9)",1.4520475861608135
10,2,25,"('random', 0.8)",1.523126087860829
10,2,25,"('random', 0.7)",1.5172433510935803
10,2,25,"('random', 0.6)",1.3667980663375114
10,2,25,"('rows', 2)",1.3121387349983358
10,2,25,"('rows', 4)",1.20806598358134
10,2,25,"('rows', 6)",1.3957946895319318
10,2,25,"('cols', 2)",1.227077593282088
10,2,25,"('cols', 4)",1.3497992820693652
10,2,25,"('cols', 6)",1.3414148377141375
10,2,30,"('random', 0.9)",1.4762575216124307
10,2,30,"('random', 0.8)",1.532767230604904
10,2,30,"('random', 0.7)",1.5423012409218708
10,2,30,"('random', 0.6)",1.369162159392624
10,2,30,"('rows', 2)",1.3134002518626862
10,2,30,"('rows', 4)",1.2079099515548004
10,2,30,"('rows', 6)",1.3971560830217538
10,2,30,"('cols', 2)",1.2268299476040092
10,2,30,"('cols', 4)",1.3470132217044857
10,2,30,"('cols', 6)",1.3413955440901866
10,5,5,"('random', 0.9)",1.3339189256792354
10,5,5,"('random', 0.8)",1.3992135483302148
10,5,5,"('random', 0.7)",1.394856937643994
10,5,5,"('random', 0.6)",1.3472244745854731
10,5,5,"('rows', 2)",1.3058976168175238
10,5,5,"('rows', 4)",1.209346371096441
10,5,5,"('rows', 6)",1.3894813799041426
10,5,5,"('cols', 2)",1.2231042372632055
10,5,5,"('cols', 4)",1.3261274675415795
10,5,5,"('cols', 6)",1.3246462031680588
10,5,10,"('random', 0.9)",1.3591615339447534
10,5,10,"('random', 0.8)",1.420362450886102
10,5,10,"('random', 0.7)",1.4201261565288952
10,5,10,"('random', 0.6)",1.3496838871287142
10,5,10,"('rows', 2)",1.3127511294229064
10,5,10,"('rows', 4)",1.2116513834640572
10,5,10,"('rows', 6)",1.3919445052140504
10,5,10,"('cols', 2)",1.227896007897695
10,5,10,"('cols', 4)",1.342335278283923
10,5,10,"('cols', 6)",1.33524755540288
10,5,15,"('random', 0.9)",1.4373203164954305
10,5,15,"('random', 0.8)",1.4838699412290899
10,5,15,"('random', 0.7)",1.4583721913258507
10,5,15,"('random', 0.6)",1.3526051290469745
10,5,15,"('rows', 2)",1.3150734225345286
10,5,15,"('rows', 4)",1.2152275096887133
10,5,15,"('rows', 6)",1.3972355615735292
10,5,15,"('cols', 2)",1.224266592435626
10,5,15,"('cols', 4)",1.3493908893551687
10,5,15,"('cols', 6)",1.340133568946501
10,5,20,"('random', 0.9)",1.4988249261335895
10,5,20,"('random', 0.8)",1.539127458243405
10,5,20,"('random', 0.7)",1.5052969180705025
10,5,20,"('random', 0.6)",1.360341234577321
10,5,20,"('rows', 2)",1.3141599235918513
10,5,20,"('rows', 4)",1.2159548519934662
10,5,20,"('rows', 6)",1.3996573761838
10,5,20,"('cols', 2)",1.21943625109211
10,5,20,"('cols', 4)",1.3505701275079105
10,5,20,"('cols', 6)",1.3391680511325819
10,5,25,"('random', 0.9)",1.5244263492810557
10,5,25,"('random', 0.8)",1.5695050602827976
10,5,25,"('random', 0.7)",1.5235585122790418
10,5,25,"('random', 0.6)",1.3679352079966751
10,5,25,"('rows', 2)",1.3147387833808077
10,5,25,"('rows', 4)",1.2153811110567434
10,5,25,"('rows', 6)",1.4010630121566543
10,5,25,"('cols', 2)",1.2183392348394264
10,5,25,"('cols', 4)",1.348807524697964
10,5,25,"('cols', 6)",1.3358152405052424
10,5,30,"('random', 0.9)",1.5457311414214292
10,5,30,"('random', 0.8)",1.5914487102621566
10,5,30,"('random', 0.7)",1.5335440466416592
10,5,30,"('random', 0.6)",1.3712661680938538
10,5,30,"('rows', 2)",1.3169389521558876
10,5,30,"('rows', 4)",1.2153186396373623
10,5,30,"('rows', 6)",1.4033003531617079
10,5,30,"('cols', 2)",1.219235628061068
10,5,30,"('cols', 4)",1.3464936755558323
10,5,30,"('cols', 6)",1.3327914755077257
10,10,5,"('random', 0.9)",1.3231881541692474
10,10,5,"('random', 0.8)",1.3863353413160133
10,10,5,"('random', 0.7)",1.3869513731354093
10,10,5,"('random', 0.6)",1.3449546127437817
10,10,5,"('rows', 2)",1.301187132187738
10,10,5,"('rows', 4)",1.2078644746006277
10,10,5,"('rows', 6)",1.3894132113959452
10,10,5,"('cols', 2)",1.2279333766494545
10,10,5,"('cols', 4)",1.3222782481566773
10,10,5,"('cols', 6)",1.32332047578343
10,10,10,"('random', 0.9)",1.3438154685250476
10,10,10,"('random', 0.8)",1.4068968642189443
10,10,10,"('random', 0.7)",1.41120639189763
10,10,10,"('random', 0.6)",1.3476843111457824
10,10,10,"('rows', 2)",1.30004421248865
10,10,10,"('rows', 4)",1.2066579010353256
10,10,10,"('rows', 6)",1.390341409908494
10,10,10,"('cols', 2)",1.2383108616592169
10,10,10,"('cols', 4)",1.3364692973936299
10,10,10,"('cols', 6)",1.3321340840983225
10,10,15,"('random', 0.9)",1.4136565085480726
10,10,15,"('random', 0.8)",1.4836452019597306
10,10,15,"('random', 0.7)",1.447174205779457
10,10,15,"('random', 0.6)",1.351448881514197
10,10,15,"('rows', 2)",1.3006844812565113
10,10,15,"('rows', 4)",1.2082581878865257
10,10,15,"('rows', 6)",1.3943846649887541
10,10,15,"('cols', 2)",1.2386779005022184
10,10,15,"('cols', 4)",1.3414310097071038
10,10,15,"('cols', 6)",1.3334900715852067
10,10,20,"('random', 0.9)",1.4591285674160581
10,10,20,"('random', 0.8)",1.5310569680068664
10,10,20,"('random', 0.7)",1.4918342809790888
10,10,20,"('random', 0.6)",1.3584777618121668
10,10,20,"('rows', 2)",1.3036278213200487
10,10,20,"('rows', 4)",1.209407228760331
10,10,20,"('rows', 6)",1.39796259107865
10,10,20,"('cols', 2)",1.235819711053329
10,10,20,"('cols', 4)",1.341383825864037
10,10,20,"('cols', 6)",1.331190973224337
10,10,25,"('random', 0.9)",1.473147186751915
10,10,25,"('random', 0.8)",1.5505693802106093
10,10,25,"('random', 0.7)",1.5160197182816715
10,10,25,"('random', 0.6)",1.364045037719001
10,10,25,"('rows', 2)",1.3074325952335533
10,10,25,"('rows', 4)",1.2109455198291728
10,10,25,"('rows', 6)",1.4012031616708356
10,10,25,"('cols', 2)",1.2352971303176705
10,10,25,"('cols', 4)",1.3391566047775625
10,10,25,"('cols', 6)",1.3292576956340987
10,10,30,"('random', 0.9)",1.49795676727061
10,10,30,"('random', 0.8)",1.5683448681455883
10,10,30,"('random', 0.7)",1.5301491305662187
10,10,30,"('random', 0.6)",1.3659430852617145
10,10,30,"('rows', 2)",1.3110717959138665
10,10,30,"('rows', 4)",1.2133248267551286
10,10,30,"('rows', 6)",1.4039244094136623
10,10,30,"('cols', 2)",1.236032922663514
10,10,30,"('cols', 4)",1.3365120284627743
10,10,30,"('cols', 6)",1.3281776748198542
10,20,5,"('random', 0.9)",1.338707992334417
10,20,5,"('random', 0.8)",1.3920999718788813
10,20,5,"('random', 0.7)",1.3922919896637513
10,20,5,"('random', 0.6)",1.3459301838662387
10,20,5,"('rows', 2)",1.3033301010395257
10,20,5,"('rows', 4)",1.2101423155966016
10,20,5,"('rows', 6)",1.3892097093616185
10,20,5,"('cols', 2)",1.2246891114161176
10,20,5,"('cols', 4)",1.3213208133123862
10,20,5,"('cols', 6)",1.3243557680863196
10,20,10,"('random', 0.9)",1.3986961077195774
10,20,10,"('random', 0.8)",1.4315243794793024
10,20,10,"('random', 0.7)",1.4249835610535282
10,20,10,"('random', 0.6)",1.346290510640847
10,20,10,"('rows', 2)",1.3015849153838637
10,20,10,"('rows', 4)",1.2070523269235178
10,20,10,"('rows', 6)",1.3882492070922103
10,20,10,"('cols', 2)",1.2311814440015778
10,20,10,"('cols', 4)",1.3286648441270508
10,20,10,"('cols', 6)",1.33051867236596
10,20,15,"('random', 0.9)",1.4981521358830527
10,20,15,"('random', 0.8)",1.500117811609459
10,20,15,"('random', 0.7)",1.4778980646007236
10,20,15,"('random', 0.6)",1.3514914738605466
10,20,15,"('rows', 2)",1.3004210602201451
10,20,15,"('rows', 4)",1.206772999165673
10,20,15,"('rows', 6)",1.3906931973541425
10,20,15,"('cols', 2)",1.2306432069169224
10,20,15,"('cols', 4)",1.3277581837891033
10,20,15,"('cols', 6)",1.3302791146649755
10,20,20,"('random', 0.9)",1.5474296237117848
10,20,20,"('random', 0.8)",1.5389803894702239
10,20,20,"('random', 0.7)",1.5070421241909875
10,20,20,"('random', 0.6)",1.3584307538054317
10,20,20,"('rows', 2)",1.3017484981277196
10,20,20,"('rows', 4)",1.2082789860315855
10,20,20,"('rows', 6)",1.3930848846505046
10,20,20,"('cols', 2)",1.2317683322453814
10,20,20,"('cols', 4)",1.3242816288404187
10,20,20,"('cols', 6)",1.3284243248123462
10,20,25,"('random', 0.9)",1.5768460694524158
10,20,25,"('random', 0.8)",1.5675397983629944
10,20,25,"('random', 0.7)",1.5195941692741541
10,20,25,"('random', 0.6)",1.3625269102537612
10,20,25,"('rows', 2)",1.3044219696572679
10,20,25,"('rows', 4)",1.2110718551387354
10,20,25,"('rows', 6)",1.3953439608075957
10,20,25,"('cols', 2)",1.2340976290114554
10,20,25,"('cols', 4)",1.3211459585402976
10,20,25,"('cols', 6)",1.327114653511903
10,20,30,"('random', 0.9)",1.6097445902025935
10,20,30,"('random', 0.8)",1.5961029672360816
10,20,30,"('random', 0.7)",1.5287097331500836
10,20,30,"('random', 0.6)",1.364250523078234
10,20,30,"('rows', 2)",1.3069031282856225
10,20,30,"('rows', 4)",1.21406234849366
10,20,30,"('rows', 6)",1.3973690067891684
10,20,30,"('cols', 2)",1.2362104553958346
10,20,30,"('cols', 4)",1.3191193624004824
10,20,30,"('cols', 6)",1.3265341309151195
10,40,5,"('random', 0.9)",1.3799882508010137
10,40,5,"('random', 0.8)",1.418992635771542
10,40,5,"('random', 0.7)",1.403436299441488
10,40,5,"('random', 0.6)",1.3455775538402737
10,40,5,"('rows', 2)",1.3109538579325435
10,40,5,"('rows', 4)",1.2111642690543751
10,40,5,"('rows', 6)",1.388906020855807
10,40,5,"('cols', 2)",1.2260783586083048
10,40,5,"('cols', 4)",1.3241863773776856
10,40,5,"('cols', 6)",1.3235554563830256
10,40,10,"('random', 0.9)",1.4692479149878521
10,40,10,"('random', 0.8)",1.501405731281731
10,40,10,"('random', 0.7)",1.451187916431843
10,40,10,"('random', 0.6)",1.3499792254235483
10,40,10,"('rows', 2)",1.3134652702916936
10,40,10,"('rows', 4)",1.2082707374714843
10,40,10,"('rows', 6)",1.389834967485414
10,40,10,"('cols', 2)",1.2307697614806774
10,40,10,"('cols', 4)",1.3347112830893924
10,40,10,"('cols', 6)",1.3270068042551024
10,40,15,"('random', 0.9)",1.50603581864488
10,40,15,"('random', 0.8)",1.5516986387045744
10,40,15,"('random', 0.7)",1.4875529126522877
10,40,15,"('random', 0.6)",1.3575751547082835
10,40,15,"('rows', 2)",1.315967968535677
10,40,15,"('rows', 4)",1.208908585867342
10,40,15,"('rows', 6)",1.3929458123239524
10,40,15,"('cols', 2)",1.2313027267483563
10,40,15,"('cols', 4)",1.3359196486667626
10,40,15,"('cols', 6)",1.32670622672231
10,40,20,"('random', 0.9)",1.5332272654930943
10,40,20,"('random', 0.8)",1.5851690171462114
10,40,20,"('random', 0.7)",1.5053261541130365
10,40,20,"('random', 0.6)",1.3618167331655613
10,40,20,"('rows', 2)",1.3190835214758836
10,40,20,"('rows', 4)",1.211200797720729
10,40,20,"('rows', 6)",1.3953831312790534
10,40,20,"('cols', 2)",1.232310239664476
10,40,20,"('cols', 4)",1.3343709150961889
10,40,20,"('cols', 6)",1.326101858580982
10,40,25,"('random', 0.9)",1.571081518415774
10,40,25,"('random', 0.8)",1.6098479841414315
10,40,25,"('random', 0.7)",1.5186964784792572
10,40,25,"('random', 0.6)",1.3639957447093876
10,40,25,"('rows', 2)",1.3216194257598735
10,40,25,"('rows', 4)",1.2138621963875929
10,40,25,"('rows', 6)",1.3974462205018139
10,40,25,"('cols', 2)",1.2335315506226292
10,40,25,"('cols', 4)",1.3329575614357336
10,40,25,"('cols', 6)",1.3259405380549454
10,40,30,"('random', 0.9)",1.6077409781970982
10,40,30,"('random', 0.8)",1.626813138766816
10,40,30,"('random', 0.7)",1.5323825850874837
10,40,30,"('random', 0.6)",1.3657174142040525
10,40,30,"('rows', 2)",1.3234052984083826
10,40,30,"('rows', 4)",1.2161066654261705
10,40,30,"('rows', 6)",1.3991067907379042
10,40,30,"('cols', 2)",1.2346561142398171
10,40,30,"('cols', 4)",1.3318992709191824
10,40,30,"('cols', 6)",1.3260221709376396
15,2,5,"('random', 0.9)",1.3292511596396281
15,2,5,"('random', 0.8)",1.4257190252535485
15,2,5,"('random', 0.7)",1.384565050859999
15,2,5,"('random', 0.6)",1.3668636776484524
15,2,5,"('rows', 2)",1.3386503367432478
15,2,5,"('rows', 4)",1.2532806300067945
15,2,5,"('rows', 6)",1.4086495274487103
15,2,5,"('cols', 2)",1.2228583515006153
15,2,5,"('cols', 4)",1.316743426450995
15,2,5,"('cols', 6)",1.3250244720304012
15,2,10,"('random', 0.9)",1.3196995699152
15,2,10,"('random', 0.8)",1.4302175802021697
15,2,10,"('random', 0.7)",1.3929028528635279
15,2,10,"('random', 0.6)",1.372220098084923
15,2,10,"('rows', 2)",1.3416178032872121
15,2,10,"('rows', 4)",1.256044975673743
15,2,10,"('rows', 6)",1.4111941584915029
15,2,10,"('cols', 2)",1.2298448766275196
15,2,10,"('cols', 4)",1.3215168393706451
15,2,10,"('cols', 6)",1.3271662641062898
15,2,15,"('random', 0.9)",1.3191110084718385
15,2,15,"('random', 0.8)",1.433641634065694
15,2,15,"('random', 0.7)",1.399345353244979
15,2,15,"('random', 0.6)",1.375794732725715
15,2,15,"('rows', 2)",1.3430406019381413
15,2,15,"('rows', 4)",1.2573789716933692
15,2,15,"('rows', 6)",1.412492138992116
15,2,15,"('cols', 2)",1.229345305777833
15,2,15,"('cols', 4)",1.3274763143167847
15,2,15,"('cols', 6)",1.3313382918850232
15,2,20,"('random', 0.9)",1.3226839111446882
15,2,20,"('random', 0.8)",1.4363920052551735
15,2,20,"('random', 0.7)",1.4044151849440132
15,2,20,"('random', 0.6)",1.379767759499935
15,2,20,"('rows', 2)",1.3443069363101472
15,2,20,"('rows', 4)",1.2580694091065185
15,2,20,"('rows', 6)",1.4132433380538927
15,2,20,"('cols', 2)",1.227466058407648
15,2,20,"('cols', 4)",1.3338826419771952
15,2,20,"('cols', 6)",1.3376702621190464
15,2,25,"('random', 0.9)",1.326809390260496
15,2,25,"('random', 0.8)",1.4380928037375147
15,2,25,"('random', 0.7)",1.4063222101409851
15,2,25,"('random', 0.6)",1.3837405005095593
15,2,25,"('rows', 2)",1.3460921859362787
15,2,25,"('rows', 4)",1.259087686082956
15,2,25,"('rows', 6)",1.4143240511474835
15,2,25,"('cols', 2)",1.2267196547464019
15,2,25,"('cols', 4)",1.3422390992401094
15,2,25,"('cols', 6)",1.3460659039487337
15,2,30,"('random', 0.9)",1.3294924517465327
15,2,30,"('random', 0.8)",1.4387575864220492
15,2,30,"('random', 0.7)",1.4056444119310498
15,2,30,"('random', 0.6)",1.3861733573326855
15,2,30,"('rows', 2)",1.348405910221043
15,2,30,"('rows', 4)",1.2601714091175016
15,2,30,"('rows', 6)",1.4157700510328999
15,2,30,"('cols', 2)",1.2269763154508917
15,2,30,"('cols', 4)",1.3502319716536129
15,2,30,"('cols', 6)",1.3531293153421275
15,5,5,"('random', 0.9)",1.3295835534615152
15,5,5,"('random', 0.8)",1.4264827701811864
15,5,5,"('random', 0.7)",1.3840996501298823
15,5,5,"('random', 0.6)",1.3673540771676924
15,5,5,"('rows', 2)",1.3431437970753224
15,5,5,"('rows', 4)",1.2541245182690128
15,5,5,"('rows', 6)",1.4097123653038164
15,5,5,"('cols', 2)",1.2226853532074242
15,5,5,"('cols', 4)",1.3228674974308274
15,5,5,"('cols', 6)",1.326426986214086
15,5,10,"('random', 0.9)",1.3206797613866346
15,5,10,"('random', 0.8)",1.4306563165395225
15,5,10,"('random', 0.7)",1.3907162655904763
15,5,10,"('random', 0.6)",1.3725278261957643
15,5,10,"('rows', 2)",1.3536354031967122
15,5,10,"('rows', 4)",1.2607633614258602
15,5,10,"('rows', 6)",1.4170112535624406
15,5,10,"('cols', 2)",1.227458699653991
15,5,10,"('cols', 4)",1.3358984186701495
15,5,10,"('cols', 6)",1.3316651051063977
15,5,15,"('random', 0.9)",1.3207391475437367
15,5,15,"('random', 0.8)",1.4337862549853944
15,5,15,"('random', 0.7)",1.3942524896219008
15,5,15,"('random', 0.6)",1.3765800628382034
15,5,15,"('rows', 2)",1.3619731029452318
15,5,15,"('rows', 4)",1.2670720924962513
15,5,15,"('rows', 6)",1.424240157655368
15,5,15,"('cols', 2)",1.2237015382582712
15,5,15,"('cols', 4)",1.34575026253811
15,5,15,"('cols', 6)",1.3386702016929286
15,5,20,"('random', 0.9)",1.3235209071846015
15,5,20,"('random', 0.8)",1.4362421338088958
15,5,20,"('random', 0.7)",1.3963322256272892
15,5,20,"('random', 0.6)",1.380999517512574
15,5,20,"('rows', 2)",1.3679852957316196
15,5,20,"('rows', 4)",1.2724473882947012
15,5,20,"('rows', 6)",1.4277814624848677
15,5,20,"('cols', 2)",1.218587052149541
15,5,20,"('cols', 4)",1.3550838383065198
15,5,20,"('cols', 6)",1.3441942844562558
15,5,25,"('random', 0.9)",1.3275003219009658
15,5,25,"('random', 0.8)",1.4370050416774676
15,5,25,"('random', 0.7)",1.398103704458748
15,5,25,"('random', 0.6)",1.38479140648998
15,5,25,"('rows', 2)",1.3727867212001612
15,5,25,"('rows', 4)",1.2765657888294646
15,5,25,"('rows', 6)",1.4299471410603664
15,5,25,"('cols', 2)",1.2169815599361842
15,5,25,"('cols', 4)",1.3669625996758625
15,5,25,"('cols', 6)",1.3480886938071566
15,5,30,"('random', 0.9)",1.3322660156472133
15,5,30,"('random', 0.8)",1.436292109429604
15,5,30,"('random', 0.7)",1.3988706705683522
15,5,30,"('random', 0.6)",1.387140092112315
15,5,30,"('rows', 2)",1.3786735708489024
15,5,30,"('rows', 4)",1.2812032968584919
15,5,30,"('rows', 6)",1.4335154433039863
15,5,30,"('cols', 2)",1.2175203184672305
15,5,30,"('cols', 4)",1.3802537456330615
15,5,30,"('cols', 6)",1.3518556539236322
15,10,5,"('random', 0.9)",1.3301338720787133
15,10,5,"('random', 0.8)",1.4273910461092243
15,10,5,"('random', 0.7)",1.3863844996956256
15,10,5,"('random', 0.6)",1.3683290944937827
15,10,5,"('rows', 2)",1.3415884540230767
15,10,5,"('rows', 4)",1.2536524410097192
15,10,5,"('rows', 6)",1.4094900507025596
15,10,5,"('cols', 2)",1.228351638202072
15,10,5,"('cols', 4)",1.314151077205234
15,10,5,"('cols', 6)",1.3229912846457115
15,10,10,"('random', 0.9)",1.3231713201859303
15,10,10,"('random', 0.8)",1.4309970156520404
15,10,10,"('random', 0.7)",1.3943510170518374
15,10,10,"('random', 0.6)",1.3743314201961094
15,10,10,"('rows', 2)",1.350582904534231
15,10,10,"('rows', 4)",1.2598850492313456
15,10,10,"('rows', 6)",1.415317791640992
15,10,10,"('cols', 2)",1.239051226221611
15,10,10,"('cols', 4)",1.322394442229237
15,10,10,"('cols', 6)",1.3255081694107913
15,10,15,"('random', 0.9)",1.3266090726355826
15,10,15,"('random', 0.8)",1.431768710377283
15,10,15,"('random', 0.7)",1.3980729058236203
15,10,15,"('random', 0.6)",1.3785066964784871
15,10,15,"('rows', 2)",1.361140213775073
15,10,15,"('rows', 4)",1.268620649728757
15,10,15,"('rows', 6)",1.4216133006191172
15,10,15,"('cols', 2)",1.239169482142607
15,10,15,"('cols', 4)",1.333983101187935
15,10,15,"('cols', 6)",1.329105357966461
15,10,20,"('random', 0.9)",1.3333753409171438
15,10,20,"('random', 0.8)",1.4306549328829445
15,10,20,"('random', 0.7)",1.3991048931799874
15,10,20,"('random', 0.6)",1.3816625192690726
15,10,20,"('rows', 2)",1.3705986851187886
15,10,20,"('rows', 4)",1.2760906349086418
15,10,20,"('rows', 6)",1.4271242443026975
15,10,20,"('cols', 2)",1.2356866220562241
15,10,20,"('cols', 4)",1.3490167846610817
15,10,20,"('cols', 6)",1.3336329933462794
15,10,25,"('random', 0.9)",1.3408278773509092
15,10,25,"('random', 0.8)",1.4282451512729006
15,10,25,"('random', 0.7)",1.3986078877406578
15,10,25,"('random', 0.6)",1.3832283874223092
15,10,25,"('rows', 2)",1.3776977041556595
15,10,25,"('rows', 4)",1.281651560228629
15,10,25,"('rows', 6)",1.4319186031028375
15,10,25,"('cols', 2)",1.234622979909748
15,10,25,"('cols', 4)",1.3619020134757165
15,10,25,"('cols', 6)",1.3394684449754195
15,10,30,"('random', 0.9)",1.349367931413387
15,10,30,"('random', 0.8)",1.4260041917455126
15,10,30,"('random', 0.7)",1.3975369805809812
15,10,30,"('random', 0.6)",1.3836492678418695
15,10,30,"('rows', 2)",1.3830424709886717
15,10,30,"('rows', 4)",1.286187012556898
15,10,30,"('rows', 6)",1.4356726516757847
15,10,30,"('cols', 2)",1.2350017761672143
15,10,30,"('cols', 4)",1.3703618957954917
15,10,30,"('cols', 6)",1.3453056946973154
15,20,5,"('random', 0.9)",1.330443166322932
15,20,5,"('random', 0.8)",1.423719930789696
15,20,5,"('random', 0.7)",1.3807776999763668
15,20,5,"('random', 0.6)",1.3650284088705693
15,20,5,"('rows', 2)",1.343913778138029
15,20,5,"('rows', 4)",1.2551906634921115
15,20,5,"('rows', 6)",1.4093344742036986
15,20,5,"('cols', 2)",1.224474342338529
15,20,5,"('cols', 4)",1.3180811191757933
15,20,5,"('cols', 6)",1.3291387121680316
15,20,10,"('random', 0.9)",1.3282510303693138
15,20,10,"('random', 0.8)",1.4273171467079224
15,20,10,"('random', 0.7)",1.3859578713121483
15,20,10,"('random', 0.6)",1.3703166143175398
15,20,10,"('rows', 2)",1.3548265598563354
15,20,10,"('rows', 4)",1.2618416298054858
15,20,10,"('rows', 6)",1.413959386039214
15,20,10,"('cols', 2)",1.230890043097027
15,20,10,"('cols', 4)",1.3227241510018495
15,20,10,"('cols', 6)",1.3337206869866323
15,20,15,"('random', 0.9)",1.3349869425808858
15,20,15,"('random', 0.8)",1.4297998235673834
15,20,15,"('random', 0.7)",1.3890504682213063
15,20,15,"('random', 0.6)",1.376098432175777
15,20,15,"('rows', 2)",1.3643325819445578
15,20,15,"('rows', 4)",1.2679663029613635
15,20,15,"('rows', 6)",1.4189970629263753
15,20,15,"('cols', 2)",1.2296965819545604
15,20,15,"('cols', 4)",1.3290213430762103
15,20,15,"('cols', 6)",1.33885997702048
15,20,20,"('random', 0.9)",1.3407491190163967
15,20,20,"('random', 0.8)",1.4303562495544184
15,20,20,"('random', 0.7)",1.3904598715735574
15,20,20,"('random', 0.6)",1.3808100517272492
15,20,20,"('rows', 2)",1.3716613141196783
15,20,20,"('rows', 4)",1.2729875089584703
15,20,20,"('rows', 6)",1.422818839715756
15,20,20,"('cols', 2)",1.2301739240379346
15,20,20,"('cols', 4)",1.3355511873682395
15,20,20,"('cols', 6)",1.343934743364283
15,20,25,"('random', 0.9)",1.3478350640606607
15,20,25,"('random', 0.8)",1.4297970862405889
15,20,25,"('random', 0.7)",1.3907686494662972
15,20,25,"('random', 0.6)",1.3834682562506486
15,20,25,"('rows', 2)",1.3773834685980464
15,20,25,"('rows', 4)",1.2768581337464775
15,20,25,"('rows', 6)",1.4257683196574336
15,20,25,"('cols', 2)",1.232108473005216
15,20,25,"('cols', 4)",1.340251233855202
15,20,25,"('cols', 6)",1.3483461380024948
15,20,30,"('random', 0.9)",1.3568626472436094
15,20,30,"('random', 0.8)",1.4288885625317949
15,20,30,"('random', 0.7)",1.3904462405605233
15,20,30,"('random', 0.6)",1.3844921867648354
15,20,30,"('rows', 2)",1.3818269125974283
15,20,30,"('rows', 4)",1.2798511400270953
15,20,30,"('rows', 6)",1.4280553254533912
15,20,30,"('cols', 2)",1.2339447850546743
15,20,30,"('cols', 4)",1.3433074742204887
15,20,30,"('cols', 6)",1.3520835267541627
15,40,5,"('random', 0.9)",1.3315537684716157
15,40,5,"('random', 0.8)",1.4268893782033976
15,40,5,"('random', 0.7)",1.3855530380061525
15,40,5,"('random', 0.6)",1.3679198294484685
15,40,5,"('rows', 2)",1.3477941421366222
15,40,5,"('rows', 4)",1.2551531740131008
15,40,5,"('rows', 6)",1.4122375516228047
15,40,5,"('cols', 2)",1.2265044209702234
15,40,5,"('cols', 4)",1.324692686113448
15,40,5,"('cols', 6)",1.327232557082839
15,40,10,"('random', 0.9)",1.333171971126718
15,40,10,"('random', 0.8)",1.4298293070719985
