day,objective_value
0,0.9019046242552424
1,0.928848795408781
2,0.492779302985629
3,0.3310213831470872
4,0.2507737751114297
5,0.0
6,0.027505020103887612
7,1.2470237139668863
8,1.331847792736214
9,0.8854256093760835
10,0.44384608337995113
11,0.0
12,0.0
13,0.07697152561097154
